username,usercomment
腾讯用户1468295592044580,666，真的好虐狗，虐死了[金宝三_可怜]
土豆用户_390099319,广告无敌长
腾讯用户1474011636211327,倩女幽魂的游戏好玩么有谁玩过跟我讲一下
微信用户1468810941512558,第四集最后那个画面怎么跟一起来看流星雨里张翰跟那谁谁谁PK
腾讯用户1473498782114355,[苏兄爱你]
腾讯用户1474023270916899,好看是好看但广告。。。。
腾讯用户1474024986027441,怎么总服务器连接失败？
腾讯用户1474019978621930,"对  太对了  66666666
"
土豆用户_473324188,广告好长。宝宝不开心
腾讯用户1474024115770416,"微微一笑很倾城的微微和肖奈是夫妻。。。。
微微是郑爽，，，肖奈是杨洋。。。。。
郑爽和杨洋是夫妻......
他们现实生活中也是夫妻。。。。。
祝他们幸福一生
💝💜💛💚💙❤💝💜💛💚💙❤"
微信用户1471930787221795,萝卜青菜各有所爱
微信用户1471930787221795,不是不喜欢丽颖，但是她真没小爽适合
微信用户1471930787221795,是啊，很清春，很很真实，很有爱
微信用户1473833141197669,好看！！！！！！！！！！！！！！
微信用户1473833141197669,已转发评论
优酷用户1462603256853698,这部电视剧好好看
苏杰90497467,肖和微微就是天生一双
腾讯用户1474024164188190,长的要死
腾讯用户1471068996616756,woli杨洋太帅了，帅的不要不要的，看不够啊，希望有第二季，还是杨洋郑爽演
shesll莞尔-,有没有发现，即使你再看第二遍第三遍甚至更多遍时，对这部剧还是充满了新鲜欣悦感，边看边在心里笑眯眯着，看到他们几个在宿舍互相聊天时的喜悦心情，自然而然的就传递给了你，这种氛围真的超级棒，仿佛自己就是剧中的某个角色，亲身经历般的体验，啊啊啊，我活在这剧中好久了，难以抽离出来
优酷用户1470111112576238,的确，赞同
腾讯用户1474018061909341,狂虐单身狗
忆梦ym,呵 呵呵  呵呵呵
腾讯用户1473075735900376,对啊，说得对
腾讯用户1473075735900376,强烈投诉广告太长，都到2分钟了！=皿=
可惜没如果45128600,不觉得电影有什么好看的！
微信用户1474018360226742,郎才女貌
darkblueboy,吼吼吼，真的
优酷用户146858564002994,2分多钟的广告我醉了
-低调中的霸气,重复看了又看，太好看了，求番外啊
腾讯用户1474017746220864,好帅啊
guolianxiangxin,爽
guolianxiangxin,[汪大东_怒]
guolianxiangxin,[止戈_疑惑]
腾讯用户1471953556472687,郑爽饰演的贝微微在肖奈爸爸的选修课上，见到肖奈时的表情，表演的真的很棒。眼神灵动，面部娇羞，把初见大神时，那种内心的悸动，发挥得淋漓尽致，非常到位。喜欢郑爽和杨洋的【微微一笑】，真的很不错。期待他们的再次合作。。。。
优酷用户1472018035155801,杨洋好帅[稀饭][稀饭][稀饭][赞][赞][赞]喜欢杨洋的点个赞吧
山口凉子,在网吧就知道她是芦苇微微，而且也看到她的长相，只是不知道她是同校的并且是系花。
腾讯用户1471768237863619,讨厌二喜
星宫云灵,21分52秒杨洋耳红了
茹意天涯,这是大神第一次吃醋啊
优酷用户1474002965677882,杨洋最帅
土豆用户_845484299,郑爽那说谢谢了
腾讯用户1461566627526236,杨洋和郑爽的演技非常棒，还原度超高，我喜欢他们
水晶の恋14822125,杨洋耳朵好红
腾讯用户1461566627526236,喜欢杨洋和郑爽演的肖奈和贝微微，超喜欢
优酷用户1473931937392230,微微好好看，我一个小学生追的不亦悦乎
腾讯用户1470648099827669,二喜这名字土死了，单人还挺活泼
腾讯用户1471614343966487,杨洋帅啊[稀饭][稀饭][稀饭]
milkshake11255164,郎才女貌
优酷用户1474002254317237,支持你，郑妹子[赞]
ykapp_vcugo7rn,其实……杨洋好像也没有很帅啊ww求粉不要喷我，只是看起来很白净的小伙子罢了ww个人意见，不喜勿喷
腾讯用户147400756918089,杨洋耳朵有点红
腾讯用户1471614343966487,[稀饭][稀饭][稀饭]
腾讯用户1474009643000301,杨洋帅啊😍😍
腾讯用户147400756918089,有人吗
XIAOHUI72901973,广告太长了
腾讯用户1471917865493466,好看好看
腾讯用户147400756918089,我觉得杨洋还行 微微不行
腾讯用户1473508147034683,宝宝中奖了三分钟广告
优酷用户147218308921688,杨洋好帅啊
milkshake11255164,挺喜欢杨洋那三个室友的[羞涩]
四叶草之梦20047658,没错😆😆😆
Smilegirl15301126,再看一遍[稀饭][稀饭][稀饭][稀饭][稀饭][稀饭]
晦澀33257713,这二喜比微微好看不知道多少倍
优酷用户1473922217007440,广告卧槽
优酷用户1473922217007440,yangyang😍😍😍😍😍😍😍😍😍😍
Oo吞佛童子oO,二十五岁之前就作出价值三百万的游戏 还叫不叫人活了
静静81659126,[稀饭][稀饭][稀饭][稀饭][稀饭][稀饭][稀饭][稀饭][稀饭][稀饭][稀饭][稀饭][稀饭][稀饭][稀饭][稀饭][稀饭][稀饭][稀饭][稀饭][稀饭][稀饭][稀饭][稀饭]稀饭][稀饭][稀饭]
d0522ac2,肖奈狠好[赞]
陪你一直到天明,S  B  们下载下来就没广告了
腾讯用户1467683330193625,我不得不说曹光也太不要脸了吧，就长那样还想追微微？？
cooljarmin,赞同！
腾讯用户1474004913501503,杨洋好帅呀
土豆用户_417311824,ii 在重中之重
微信用户1461333476002804,很好
微信用户1473980404170975,[牛][牛][牛][牛][牛][牛][牛][牛][牛][牛][牛][牛][牛][牛][牛][牛][牛][牛][牛][牛][牛][牛][牛][牛][牛][牛][牛][牛][牛][牛][强][强][强][强][强][强][强][强][强][强][强][强][强][强][强][强][强][强][强][强][强][强][强][强][强][强][强][强][强][强]
你23403916,2分钟哦
你23403916,已转发评论
腾讯用户1473167715282411,💗
腾讯用户147401437343649,卧槽，太帅了吧
丶乱了夏末蓝了海24984983,我要舔屏
优酷手机用户_PzssFi6S,蛮好看的
腾讯用户1474013899299296,哈[赞]
微信用户1473871741806968,这个广告真的太长了[愤怒][愤怒][愤怒][愤怒]
腾讯用户1469972513852629,喜欢
大爱tfboys41668971,突然，打篮球时心疼曹光
腾讯用户1470988131493511,嗯
大爱tfboys41668971,突然打篮球时，心疼曹光[难过]
_________________89352876,广告两分钟666
橡皮擦擦掉單純,还好你说的是还好...不然....警察叔叔，这里有人私藏枪支
腾讯用户1472360454403706,赞赞赞
晴天娃娃78584222,肖奈好帅呀！他跟贝微微好配
弱水三千因37380181,看了很多遍了，觉得杨洋和郑爽长的挺有夫妻像的！
灬碎の優雅34135488,成功化身迷妹[稀饭]
腾讯用户1473298438229782,[裘球_机智]，杨洋帅逼
腾讯用户1473298438229782,呃呃呃
腾讯用户1472898627121454,要是微微是我家丽颖演的该多好
梦16016670,幸好这还只是电视剧，要是现实也是这样的话。。。我加特林在哪，我秒死他
独特范っ47749050,[牛][牛][牛][牛][牛][牛][赞][赞][赞][赞][赞][赞][赞]
腾讯用户1468667323572584,[飞流吓死了]
独特范っ47749050,超超级好看
腾讯用户1466210673948841,[止戈_花痴]爱郑爽。
腾讯用户1466210673948841,[止戈_花痴]爱杨洋。
宋茜93973711,[小贝么么哒]
暖暖86162314,杨洋太帅了，剧情太虐狗了，看得我都想找小男票了！！
宋茜93973711,实在是太好看了！晚上在电视上看了，第二天又来优酷看无数遍，好喜欢小爽和杨洋在这里面的演技。忍不住向左邻右舍推荐。稀饭稀饭[稀饭][稀饭][甜甜拜拜]
微信用户1473559134762303,好帅
羅嗨俊,2分10秒的广告，你咋个不去死？
゛千城墨白ぅ22065535,广告好长
陈渭军,[牛][强]
土豆用户_802614364,[汪大东_放电]
土豆用户_802614364,广告长的和便便一样[汪大东_怒]
土豆用户_380706705,杨洋
土豆用户_488282864,广告3分钟🙀🙀
土豆用户_380706705,太好看
土豆用户_380706705,[赞]
腾讯用户1473897571805524,[赞][赞][赞][赞]
-93103301,这课室比我在多媒体开会的地方还大
腾讯用户1473994703653739,洋洋，肖奈，郑爽，微微，绝配啊[稀饭][稀饭][稀饭][稀饭]
微信用户1473994343056298,宝宝现在中奖了108秒😂😂😂
心累自醉,不知道。。。。。巨六
友痴03311776,贱
宏定义62723913,实在是太好看了！
四叶草的最爱69908358,[稀饭]杨洋好帅[稀饭]
四叶草的最爱69908358,[稀饭]杨洋好帅
腾讯用户1473992426039973,对呀
腾讯用户1473992426039973,都不选
腾讯用户1473992426039973,是呀
腾讯用户1473992426039973,呵呵
微信用户1473478528507487,好看屎了
恒丰制作,倩女幽魂
腾讯用户1472630080639149,杨洋和郑爽好幸福呀
腾讯用户147399277200061,好好看哟！[赞][赞][赞][赞][赞][赞][赞][赞][赞]
ykapp_fyof5w26,这是啥神回复？
ykapp_fyof5w26,"这是啥神回复？6666
"
腾讯用户147055757772227,看不过小说吗？明明是肖奈帅
微信用户1473980404170975,[赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞]
腾讯用户1468412186841405,顾漫，我要拜她为师！她是我偶像！！！
镜里朱颜40044872,广告太长了
腾讯用户1468412186841405,拽爆了！！！
腾讯用户1474002431628296,哎呀呀，，，我已经迷上大神了[么么哒][么么哒][稀饭][稀饭]
腾讯用户1473939132328828,我的洋洋一笑暖人心，最爱了
腾讯用户1473939132328828,[稀饭]
优酷用户1469884754323870,再来一部吧！爱死微奈了
支付宝用户05054568,[赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞]
腾讯用户1474001385722721,支持洋洋
优酷用户1473941822968614,看了四遍[搞笑][搞笑][搞笑][搞笑]
优酷用户1473941822968614,绝对是经典之作……我连着老了四遍[稀饭][稀饭][稀饭]
Vvcanice,好看 支持
bing-Xue,对
优酷用户1472631433868700,夸张，
腾讯用户1474000298057638,幼儿园没有宋明国，小学没有刘星、中学没有张小宇，高中没有余怀，大学没有肖奈真是悲哀[无语][无语]
summerz31899882,会员不能去广告？
腾讯用户1474000024020887,广告太长了吧
宅到深处自然萌46220942,6666
腾讯用户1473999065386509,广告好多啊！[无语][无语]
腾讯用户1471972700595650,看了一遍又一遍，简直看不腻呀，大神和爽妹子[稀饭][稀饭][稀饭]
ykapp_ae2l2nl8,[稀饭][稀饭][赞][稀饭][赞][稀饭][赞][赞][赞]
腾讯用户1473917740850640,太帅了太好看了赞赞赞👍
腾讯用户1473917740850640,特别好看，一百分赞赞赞👍
优酷用户1472182552595161,杨洋好帅啊!我好喜欢。还有郑爽也好美，跟杨洋真是郎才女貌！
优酷用户1473991938411759,太好看了[赞][稀饭][稀饭][稀饭][稀饭][稀饭]
优酷用户1473991938411759,[赞][赞][赞][赞][赞][稀饭][稀饭][稀饭][稀饭][稀饭][牛]
最闪亮的星06101357,肖奈最帅，同意的请点赞
土豆用户_811374957,情敌太弱
优酷用户147393060181627,[羞涩][稀饭][赞]
腾讯用户1473941622019788,太好看了，每天都在看第二天又看！很喜欢杨洋
优酷用户836091457,已转发评论
优酷用户1472648579935947,小爽 洋洋 好棒  演技棒棒哒 爱你们 加油 愿你们以后的未来更是美好。
腾讯用户1473426240370760,这才是小说才有的情景[稀饭][稀饭][稀饭]
腾讯用户1473426240370760,微微大神真配
腾讯用户1473426240370760,好好看，大神好腹黑[稀饭][稀饭][稀饭]
怎么办的猪,话说贝微微真需要男人吗？做什么事都那么强，比男生还有厉害！！
优酷用户146414746166336,杨洋太帅了~！！！
腾讯用户1473570112453440,呵呵，其实也没有什么好看的
腾讯用户1472167031878732,我看第二遍了！！！真的太好看了
情话91479264,杨洋好帅。好喜欢
微博用户1468643400985436,杨洋可攻可受
理想情人怎么了,女贼抢亲段把我弄哭了。
腾讯用户1473945587340478,[稀饭]
腾讯用户1473945587340478,fdbhjndfd
微信用户1473945875247115,郑爽很适合游戏里的角色
优酷用户1473945687672722,好喜欢这部剧 特别是杨洋 [赞][赞][赞][赞]希望还会有第二部 期待中[稀饭][稀饭][稀饭][稀饭]
从天而降的彩虹95877795,"['
0-;[9;l9;'0'p\9"
腾讯用户147201582303815,杨洋我们羊毛会一直支持你的，加油哦
优酷用户808863342,实在太好看了
腾讯用户147201582303815,小爽你是最棒的
腾讯用户147201582303815,小爽加油，你永远比古丽娜扎那个不要脸的贱人好
腾讯用户147201582303815,杨洋最棒
优酷用户146414746166336,杨洋分分钟吊炸天啊
LeOODIDI,不喜欢曹光，，，很不讨喜的一个人
腾讯用户147391397601130,杨洋好帅呀，觉得我说的对的点个👍吧
珍惜11846093,我也不知怎么说了，小爽不要和渣男在一起，别的就没什么、找一个懂她爱她的大神，这世界太捉弄人为什么这么好的姑娘没人喜欢。难道他们都瞎了吗
微信用户1473809269742321,太好看了，收视率高的不要不要的！尤其是小爽，大爱！
李志峰1942,[裘球_机智]
珍惜11846093,配有什么用得要缘分，爱小爽杨洋
微信用户1473496669884751,赵丽颖这么丑！不配！
者43273268,愚公是旋风十一人里的王荆轲啊，越看越喜欢
腾讯用户1473944019939716,爽爽，杨洋在一起！
腾讯用户1471525960480187,其实李易峰也超帅的灬
腾讯用户1471525960480187,都看了第六遍了，杨洋郑爽太虐了。。。
腾讯用户1470455712531640,狗血狗血狗血狗血🌚
腾讯用户1473929785869687,杨洋演的肖奈好帅呀[赞]
腾讯用户1473942241655973,超爱杨洋，帅呆啦
し那一,看完还是再想看，希望出第二部
し那一,杨洋爱你呦
腾讯用户91377073,赵丽颖哪好？/[at]优酷用户146379233858040[/at]:如果贝微微是赵丽颖演的就好了[赞]
残风尘缘若梦78486678,我觉得郑爽杨洋是郎才女貌，绝配啊😍😍😍
籽岷我的世界游戏解说,我觉得郑爽就挺好
腾讯用户1467352387952822,杨洋实在太帅了
腾讯用户1469604272067542,[赞]
